#{"t_start": 1695213136.580772, "env_id": null}
r,l,t
-52.585359,15,254.821119
-4.95533,4,254.891629
3.90853,1,254.909629
-12.55605,8,254.919628
-76.517538,19,254.965997
-20.818946,7,255.050505
2.059353,1,255.082016
4.092036,1,255.087015
-0.70183,2,255.095016
-2.038517,3,255.107015
0.741503,2,255.120016
-125.083984,23,255.139016
2.320161,1,255.246527
-37.200839,8,255.251527
-16.014568,8,255.287037
-22.182749,10,255.328038
-54.175239,14,255.393552
-9.517839,5,255.466555
-52.615098,10,255.496064
-8.499865,6,255.553064
-8.099865,6,255.587577
-77.469663,13,255.640577
-3.786203,4,255.711676
-30.491941,8,255.740677
-0.942816,3,255.798721
-93.746313,20,255.827718
-15.543475,7,255.944336
0.206825,1,255.97934
-2.83199,3,255.990075
-26.14157,9,256.007075
-12.23047,5,256.059075
-18.477034,6,256.089589
-82.258263,19,256.132588
-7.725929,5,256.228007
-16.5356,6,256.252007
0.586557,1,256.281358
-2.88431,5,256.291576
4.86673,1,256.316101
-2.376696,4,256.324104
-41.886875,9,256.351533
0.712842,1,256.394728
-7.706165,6,256.403728
-114.812389,20,256.439227
-24.707478,7,256.524739
-0.170728,3,256.559739
-43.801041,10,256.580743
-4.213183,4,256.627248
2.63834,1,256.644248
-117.11422,21,256.656597
-1.833974,4,256.754567
-26.141355,9,256.77657
-7.971306,6,256.818517
-46.361761,15,256.854517
-39.835667,9,256.928027
-3.140986,4,256.96703
-37.507026,9,256.991536
-41.401508,9,257.043944
-68.545659,12,257.085518
0.931079,1,257.136945
-35.436193,9,257.148946
-90.295095,20,257.202528
0.265326,1,257.286695
0.283535,2,257.292694
1.277486,1,257.302695
-2.547439,4,257.306695
-5.168905,5,257.332696
-19.044893,9,257.359977
3.417769,1,257.400426
-7.169398,6,257.408426
-0.827366,3,257.436426
1.673362,1,257.446427
-22.047457,7,257.456426
-8.269455,5,257.486935
-69.139657,16,257.523936
-7.863399,7,257.595615
-122.315994,22,257.636615
-17.000271,9,257.733536
-38.252911,9,257.777853
-0.413587,2,257.814359
-38.359729,9,257.828359
-1.267288,3,257.877362
-34.223133,8,257.893869
-10.552251,6,257.929894
-48.26368,13,257.965347
-51.340184,11,258.040857
-19.645675,9,258.093367
-0.085262,3,258.132367
-27.041732,11,258.150367
-30.877373,8,258.202874
-18.985711,9,258.241874
-103.065345,20,258.295383
-37.514112,13,258.38994
-123.297437,21,258.45594
-59.568053,10,258.553468
-11.467959,6,258.601992
-22.769038,7,258.633992
-22.524464,7,258.674995
-2.076395,3,258.711803
-6.611059,4,258.727816
-52.137472,10,258.751803
-9.098111,5,258.797673
-17.058533,6,258.819672
-51.946455,15,258.852672
-96.305219,19,258.93369
-20.267325,8,259.025198
-29.562421,9,259.062199
-11.47628,6,259.107706
-35.096119,9,259.140307
-64.744428,17,259.185816
-31.007541,10,259.265816
-46.820137,9,259.311324
-8.746723,6,259.356745
-8.00774,7,259.385144
-11.314777,5,259.41721
-2.684507,3,259.43721
-13.471726,9,259.46121
-7.108566,4,259.501501
-17.232105,7,259.524499
-65.526647,17,259.564499
-10.303384,5,259.641518
-6.667656,4,259.667518
-83.926411,19,259.693757
-32.908638,11,259.773352
-52.261831,13,259.827506
-1.826452,4,259.88051
-4.885586,5,259.898585
-101.914824,21,259.928585
-8.559582,5,260.020398
-3.349482,5,260.0464
-40.049337,14,260.070401
-13.869257,8,260.137457
0.209808,2,260.175459
-89.452085,19,260.191837
-35.095407,13,260.277491
-40.33296,12,260.343997
-10.013026,7,260.399767
-25.4278,8,260.436294
-37.91551,13,260.481298
-15.710217,9,260.543807
-22.55167,10,260.59675
-35.607262,12,260.642838
-9.661731,5,260.693653
0.358318,1,260.717653
1.9016,1,260.725654
-12.185576,8,260.733067
-87.381937,18,260.777363
-1.288969,3,260.85287
-44.628487,9,260.873203
-45.579016,9,260.915169
-88.290214,20,260.960497
-53.165493,15,261.054873
-1.501386,3,261.123571
-40.049726,9,261.14035
-9.775448,5,261.176667
-5.744671,4,261.202172
-1.35355,3,261.22625
-5.391201,4,261.238249
-12.898139,7,261.258248
-19.955732,7,261.292757
-68.94499,17,261.328643
-0.348687,2,261.405151
-19.627619,10,261.419151
-30.454194,11,261.465619
-0.641098,2,261.513139
4.953527,1,261.523142
-44.720531,14,261.534142
-13.166752,7,261.604424
-2.097292,3,261.650423
-41.903213,12,261.668423
-17.517101,9,261.733927
-7.933424,4,261.779941
0.199261,1,261.800108
-55.675582,16,261.81436
-37.987049,12,261.890456
0.538697,1,261.945469
-18.472553,7,261.957456
-37.902825,10,261.998532
-6.291567,6,262.041531
-1.336244,3,262.066531
-27.075014,11,262.084509
-91.141386,20,262.140882
-13.842242,6,262.228822
-40.696694,10,262.263265
-77.407561,18,262.31725
-9.722135,5,262.397762
-35.367224,9,262.420154
-11.043957,6,262.460154
-15.557933,6,262.49029
-38.379228,9,262.51929
-18.905907,7,262.557328
-28.381721,12,262.594852
-6.349273,4,262.652852
0.817905,2,262.669855
-37.606492,9,262.682039
-6.331585,4,262.719543
1.560024,1,262.736543
-22.922269,7,262.746909
0.654854,1,262.775181
-20.399913,7,262.785686
-13.090369,8,262.817263
-22.004214,7,262.855263
-68.950756,18,262.890772
-1.072494,3,262.966771
2.204163,1,262.981775
-63.033453,16,262.998547
-98.788178,20,263.076581
3.327179,1,263.161509
-49.449388,11,263.169512
-5.458191,5,263.226228
-20.860222,10,263.250502
3.670471,1,263.292502
-88.926527,20,263.311502
-9.394213,7,263.408641
-54.678801,16,263.450642
-3.420503,3,263.522521
-98.652847,20,263.547148
-28.723426,7,263.646241
-23.279318,7,263.675242
3.62534,1,263.712016
-18.799847,6,263.719016
2.067243,1,263.748016
-22.159832,11,263.761016
-50.987269,11,263.811452
-75.382346,18,263.871291
-0.409511,2,263.959696
-0.215811,2,263.9707
-23.177477,10,263.985201
-5.616043,6,264.035422
-6.688873,6,264.062937
-19.415512,6,264.092443
1.8111,1,264.127444
3.752932,1,264.132456
-9.893512,7,264.143444
-128.525025,23,264.185491
-145.154312,24,264.303002
-37.606142,9,264.419954
-48.365031,14,264.467954
-79.634811,18,264.534972
-1.942726,3,264.614985
-99.277119,20,264.643004
-11.788931,6,264.741512
1.009357,1,264.771528
-9.0012,6,264.777515
-66.560879,17,264.811051
-65.844283,15,264.902558
-2.883736,5,264.979563
-86.104968,18,265.007067
-30.161422,8,265.093988
-70.607871,12,265.130988
0.350235,2,265.18299
0.372184,2,265.192495
-26.481265,9,265.206495
2.399584,1,265.242852
-45.193809,9,265.253988
1.460846,1,265.294496
0.432426,1,265.301496
-61.023625,16,265.313497
-36.252969,8,265.389512
-94.096081,18,265.429513
-2.547697,4,265.510434
3.835558,1,265.528421
-10.821902,6,265.539609
-95.283085,19,265.572612
-126.601128,22,265.663815
-35.235685,11,265.762328
0.70425,1,265.807836
-1.316642,3,265.810836
-8.400113,5,265.828836
-17.432567,9,265.853836
-5.687896,4,265.895358
-50.787187,10,265.916344
-55.743532,15,265.97119
-20.076209,8,266.035695
-12.478284,5,266.071698
-35.916166,13,266.099203
-17.385144,9,266.167523
-1.751344,3,266.215033
-76.845409,18,266.232033
-66.80777,12,266.31654
-95.820032,19,266.382543
-25.391415,7,266.477053
0.970772,1,266.510558
-31.468781,12,266.521558
-145.495794,23,266.592067
-41.06748,14,266.693806
-110.720395,21,266.77881
-15.436021,7,266.884335
4.08195,1,266.915486
-15.681716,7,266.923486
-0.422402,2,266.951486
-50.309023,9,266.963996
-7.683569,5,267.007506
3.638137,1,267.028506
-8.069358,6,267.037518
-34.117983,12,267.066506
-16.97434,9,267.124013
-16.241152,6,267.168014
-9.731788,6,267.198523
2.41684,1,267.230524
0.222116,1,267.239523
-88.819573,20,267.252523
-5.685511,4,267.352347
-9.39908,5,267.372372
-36.711163,13,267.402067
-39.184853,9,267.460346
-6.635689,4,267.508312
-13.424938,6,267.510312
-9.211492,7,267.513313
-2.349351,4,267.514819
-39.138727,13,267.518822
-33.921822,12,267.525823
-27.728038,8,267.614199
-90.372301,18,267.660913
-7.628945,5,267.744472
-46.042474,9,267.76747
-28.439258,7,267.809036
1.552842,1,267.839036
2.688048,1,267.845036
-0.556223,2,267.849464
-23.175679,8,267.860464
-42.067313,10,267.901972
-37.756208,11,267.950972
-36.988756,13,268.009493
-3.060898,4,268.064479
0.316327,2,268.084482
-41.761526,14,268.097737
-72.652178,12,268.166042
3.730632,1,268.21655
1.84415,1,268.223549
-6.848595,4,268.22855
-38.55237,9,268.25055
-10.150104,6,268.29251
-7.707811,4,268.32151
-1.21791,3,268.34251
-1.608851,3,268.35551
-30.91929,8,268.374677
-64.203949,17,268.420929
-71.32115,12,268.494471
-4.549175,5,268.549471
0.6284,1,268.571881
-91.554774,20,268.584884
-0.616509,2,268.674136
-9.281545,5,268.687639
-58.925953,16,268.715642
-95.952477,20,268.798538
-24.071834,7,268.88105
-36.385621,8,268.919163
-0.474876,2,268.95816
-29.090353,8,268.973163
-9.7144,5,269.024889
-23.574594,9,269.057256
-23.766848,10,269.108457
-130.302084,23,269.181884
-4.963738,4,269.308905
0.00396,1,269.330906
-50.226567,10,269.338905
-34.040987,11,269.401814
-25.304869,11,269.472817
-58.043,16,269.529425
-43.525139,13,269.611805
0.591622,2,269.673063
0.896872,1,269.682363
-0.554296,2,269.686363
-133.123443,23,269.70388
-40.958037,14,269.812169
-14.528421,7,269.875171
-58.192545,11,269.907678
-25.532109,8,269.963678
-5.53301,4,270.007185
-12.882327,5,270.026185
-164.062213,26,270.058185
-108.346049,21,270.181521
-9.117377,7,270.286185
-75.551641,17,270.320111
-27.435227,8,270.393584
-76.0076,18,270.435584
-25.018687,11,270.521091
-42.005498,14,270.583427
-68.19636,16,270.664934
-30.499934,8,270.754097
-31.970039,8,270.801161
-8.549969,5,270.85616
-3.073454,4,270.887789
-28.839531,9,270.918794
-15.935838,8,270.983798
-18.334645,8,271.037504
-2.949062,3,271.086508
4.845105,1,271.106578
-15.162188,6,271.114578
-5.721951,5,271.163578
-57.260688,16,271.19609
-17.965202,7,271.27512
-93.556301,20,271.324655
-1.090039,3,271.415037
-58.527948,17,271.439037
-11.793714,5,271.516921
-81.319291,19,271.555755
-1.353088,4,271.640374
-13.333285,5,271.658374
-36.604631,13,271.686377
-26.542238,10,271.75194
-109.366709,20,271.801718
0.24644,1,271.890272
-6.119099,5,271.898272
-7.419137,5,271.92726
1.648597,1,271.954259
-32.07979,8,271.960259
-1.936292,3,271.996783
-12.820008,5,272.013783
1.089826,1,272.039783
-62.10157,16,272.052796
0.195997,2,272.125292
1.316887,1,272.135291
-17.789318,9,272.142291
0.641166,1,272.1918
0.722179,2,272.1958
-26.634278,11,272.213181
-19.482284,10,272.274159
-28.363916,9,272.32167
-73.0953,18,272.374076
-25.909682,10,272.471498
-75.713222,18,272.532008
-87.399347,18,272.615618
-11.398734,6,272.70213
0.279698,2,272.73113
-53.68958,10,272.745149
1.013315,1,272.78817
-53.630441,15,272.804699
0.873402,1,272.880143
-157.676151,26,272.896675
3.123002,1,273.01235
-17.930657,8,273.018298
-3.181731,5,273.056309
-80.615489,18,273.088339
-8.563417,5,273.164174
-1.216752,2,273.186204
-7.625069,5,273.197943
-3.483378,3,273.223014
-4.301619,5,273.237032
-3.467871,3,273.262361
-2.837154,4,273.275367
-10.686578,7,273.298857
-67.203142,17,273.338857
-51.190691,15,273.419466
-10.370646,6,273.494981
-143.985456,24,273.527983
0.451063,1,273.635563
-4.982326,5,273.640563
-66.682085,17,273.673696
-19.217975,6,273.747839
-72.683806,16,273.779826
-20.770145,7,273.849415
-40.12576,9,273.890996
-36.532834,9,273.93701
4.539678,1,273.979028
-7.870278,5,273.984029
-19.056059,6,274.012016
-12.379468,8,274.044032
3.403193,1,274.083069
-96.972235,20,274.092647
-15.898656,9,274.190136
-26.932809,8,274.240143
-11.448312,7,274.28019
-1.74413,3,274.313782
-49.086032,10,274.334051
0.72663,1,274.384073
-22.99649,8,274.390607
-65.344262,11,274.431661
-11.174348,7,274.490982
-9.24376,6,274.52399
-9.742743,7,274.559004
-26.572044,9,274.598124
-20.669574,10,274.64611
-32.969504,12,274.709629
-122.765233,23,274.778648
-0.922089,3,274.881203
-8.238879,6,274.903338
-56.638963,15,274.938321
-3.376332,4,275.011885
-2.984239,5,275.029918
-45.606738,13,275.06586
-4.463231,5,275.136055
-47.062406,11,275.165038
-6.299996,5,275.222574
0.763932,1,275.248573
0.148923,2,275.255574
-13.689161,5,275.266573
-137.29064,22,275.304186
3.571675,1,275.408872
4.83761,1,275.414872
-0.604442,3,275.418873
-13.496216,6,275.438873
-21.485266,7,275.470196
-1.960468,3,275.499706
-7.422798,5,275.515706
-9.267657,6,275.539706
-7.365704,5,275.575705
-0.138496,3,275.601215
-27.879778,7,275.618215
3.977004,1,275.654215
-87.636995,19,275.668215
-20.642972,7,275.766235
-46.613131,13,275.798251
-2.804641,4,275.856251
-13.318978,7,275.877251
-0.372999,2,275.90676
-15.886896,7,275.91876
-10.681108,5,275.95376
-42.180855,14,275.977763
-11.82319,6,276.041628
-21.57276,7,276.071629
-36.931082,10,276.106136
-66.072429,15,276.159136
-18.319157,6,276.2297
-90.654638,20,276.262703
-26.661999,10,276.35123
2.611534,1,276.396741
-65.73123,15,276.408739
-7.084558,4,276.471148
-20.231537,7,276.491151
-72.577798,18,276.532658
-3.955952,4,276.612327
-97.477824,20,276.635327
-47.980726,14,276.728836
-6.263707,6,276.804475
-0.37541,2,276.829475
-51.528055,15,276.843475
-7.919045,5,276.904984
-5.393195,4,276.932722
-15.969221,7,276.957721
-35.430398,11,276.99423
-2.018388,4,277.051432
-23.51815,7,277.076432
-97.635055,20,277.12242
-46.625478,14,277.209927
-12.717484,5,277.273927
-20.616401,7,277.300455
-26.578268,10,277.334456
-19.971308,7,277.378458
-46.827217,10,277.414963
3.611484,1,277.464963
1.542873,1,277.471963
-6.430455,4,277.479966
-38.08378,9,277.500473
-4.994978,4,277.544473
-57.909331,16,277.568977
-14.885767,6,277.63549
-16.461756,6,277.667788
-21.20461,7,277.703295
3.76676,1,277.735785
0.380862,1,277.739786
-10.962162,6,277.749785
-9.736328,5,277.777785
-7.601286,6,277.801742
-15.641674,6,277.829998
-6.640003,4,277.856383
-2.226685,4,277.878895
-59.20721,16,277.903402
-36.386599,8,277.972402
-3.43291,3,278.006911
-13.050648,5,278.030915
3.043921,1,278.051911
-33.383112,9,278.061911
-37.262675,12,278.102419
-5.713785,4,278.159419
-42.594257,9,278.179422
1.477364,1,278.217929
-35.506752,13,278.225929
-16.21003,7,278.286932
-103.856002,21,278.323437
1.262085,1,278.411946
-8.13164,5,278.415946
-17.323624,7,278.442946
-49.165442,14,278.477946
-2.313938,3,278.538456
-2.746176,3,278.554456
-35.113775,11,278.571456
-30.927164,9,278.625965
-0.292801,2,278.661965
-0.427655,2,278.670965
-4.709962,5,278.681968
-0.828956,2,278.707476
-55.715575,16,278.722476
-1.137149,2,278.793982
-111.2652,22,278.811985
-37.60934,9,278.906493
-24.032365,9,278.944684
-11.150711,6,278.984686
3.728051,1,279.01584
-35.041455,9,279.02184
-31.589531,8,279.06384
-17.508451,9,279.10135
-24.135103,8,279.14335
-163.14108,25,279.185593
-28.365261,8,279.292101
0.899551,2,279.328607
-95.398402,19,279.350607
-0.931419,3,279.430116
-0.24492,2,279.445116
-20.647109,7,279.458116
-4.103514,4,279.489119
-38.539593,8,279.510626
-35.263408,13,279.549626
-22.868192,11,279.607134
-0.279255,3,279.659512
-7.035637,6,279.676511
-1.702937,3,279.70302
-23.877575,7,279.71602
-27.691527,9,279.754021
-28.810787,7,279.794528
-40.607499,9,279.829037
-5.72317,4,279.864037
-18.099678,7,279.88404
1.403641,1,279.915548
-0.052074,2,279.919548
-0.153708,2,279.928546
1.899782,1,279.938546
-7.69541,5,279.946547
-108.919128,20,279.97955
-15.389578,7,280.067055
-26.602871,7,280.108565
-35.071464,8,280.140565
-11.999332,5,280.175565
-22.827263,7,280.200073
-36.482714,10,280.236073
-71.443631,17,280.285076
3.006278,1,280.355583
-146.872166,24,280.368583
-13.04526,7,280.472091
-24.487778,7,280.503601
-24.517866,9,280.53676
-11.467651,5,280.57876
-136.650616,24,280.61127
-23.73157,7,280.715779
-22.761267,7,280.75178
-48.499359,14,280.789783
-88.839456,19,280.859288
-3.136331,3,280.937798
-15.005538,6,280.950798
-18.709992,7,280.977798
-10.50221,6,281.013307
-16.867175,7,281.042306
3.004186,1,281.069306
-6.077257,4,281.076307
-32.423769,11,281.098817
-2.01147,4,281.144816
0.600285,1,281.162817
-38.384481,8,281.171816
1.073167,2,281.208325
-6.765469,6,281.219325
-9.527843,7,281.247325
-19.28334,8,281.277325
-28.647376,8,281.315834
-12.939449,8,281.352834
-77.634031,18,281.391838
-44.56735,14,281.468344
-22.565571,10,281.533853
-80.133171,17,281.579856
-15.430646,9,281.653361
-2.963026,4,281.689364
-13.301268,7,281.709872
2.003683,1,281.741871
-22.414369,8,281.748872
4.674574,1,281.782874
-14.186084,9,281.792874
-54.261749,14,281.834379
-147.198443,23,281.900055
-36.858376,8,281.996563
-14.869891,7,282.035563
-23.680451,10,282.070563
-49.357913,14,282.116074
-34.678269,13,282.177073
-86.260825,19,282.244582
-77.829947,18,282.328605
1.216854,1,282.412115
-35.084782,8,282.427114
-137.018674,24,282.435114
-26.606506,8,282.438114
-46.36938,10,282.441114
-50.107485,14,282.445114
-5.56509,4,282.449115
-18.009855,7,282.539623
-17.782691,8,282.570623
-12.550179,5,282.609133
-6.185573,6,282.635133
-57.90076,11,282.667132
-13.906461,6,282.714642
3.300504,1,282.739642
-22.635087,7,282.748642
-50.935489,14,282.783646
-0.066997,2,282.847154
-0.921348,2,282.856154
-8.0132,5,282.867154
-19.969211,6,282.899662
-1.295208,2,282.926662
-29.642857,11,282.940662
0.770191,1,282.986665
-32.067455,10,282.998172
-17.070673,8,283.048172
-167.778047,26,283.091174
0.585714,1,283.196189
-84.096937,19,283.207189
-10.21218,6,283.290383
-3.710045,5,283.316889
-69.482273,17,283.343889
-14.290844,7,283.4244
-14.544589,6,283.4594
-4.105674,4,283.485402
-96.292298,20,283.510171
-0.511079,3,283.601681
-32.433164,11,283.619681
-5.092495,4,283.665681
-0.900888,3,283.683684
-4.82542,6,283.704189
-12.736056,7,283.741189
-53.113249,16,283.779189
-99.973675,21,283.852698
1.499608,1,283.954212
-13.845767,6,283.960211
1.58774,1,283.990215
3.715108,1,283.997279
-86.335695,19,284.009277
-33.15633,8,284.109789
-21.501492,8,284.15179
-1.807601,4,284.19222
-1.719892,3,284.227727
3.91932,1,284.245726
-25.598916,11,284.258728
-0.74134,2,284.318485
-64.014046,16,284.340485
-63.856791,16,284.437516
-0.116537,3,284.518655
-5.269562,4,284.535655
-12.202975,5,284.560655
-61.825609,16,284.591659
-107.63573,21,284.674886
-103.359618,19,284.778963
-6.389538,6,284.867054
-45.857928,10,284.896057
-16.439617,6,284.938564
-21.904213,9,284.966563
-0.945312,2,285.008074
-43.690688,12,285.023073
-19.501941,10,285.084078
0.480623,1,285.127585
-32.734515,13,285.137586
0.180187,1,285.194589
-21.162406,8,285.201097
-33.471243,8,285.238098
-22.810217,7,285.276097
2.681624,1,285.307114
-47.944163,10,285.314114
-0.694422,3,285.357114
-55.437026,15,285.380115
-11.905488,5,285.446494
-31.853459,8,285.475495
-27.059279,7,285.520007
-114.816534,20,285.562007
-30.21043,8,285.659044
-33.169895,9,285.705132
-18.053051,8,285.764274
-21.342308,8,285.819618
0.59912,2,285.86262
-28.754571,10,285.87862
-16.997127,6,285.93354
-15.652555,7,285.976777
2.253776,1,286.014989
-43.196413,15,286.02799
-25.224387,11,286.109009
-2.953363,3,286.168009
2.992195,1,286.18001
2.22825,1,286.188014
-41.843223,14,286.197016
-28.64338,8,286.264527
-24.169362,7,286.303039
-56.144175,14,286.342038
-1.699955,3,286.403548
-20.148694,6,286.418548
-6.871886,5,286.451548
-26.380015,12,286.481549
-91.023127,19,286.541059
-19.230343,6,286.624144
-27.473973,8,286.656143
-112.697046,20,286.698653
-80.812272,17,286.790656
-5.312889,4,286.878162
-80.367183,16,286.90167
0.083543,2,286.970671
-81.512636,18,286.986673
-16.216105,6,287.071183
-93.518511,19,287.104692
1.412353,1,287.178692
-16.791841,6,287.186695
-61.268213,15,287.2202
-15.415255,7,287.284203
-8.813896,6,287.318711
-61.442508,11,287.348894
1.835434,1,287.401403
-18.029743,6,287.410403
-6.610582,4,287.436403
-45.55605,12,287.457403
-0.264377,2,287.512915
-13.836853,6,287.523915
0.933603,1,287.552914
-1.856083,4,287.556914
-14.609377,6,287.577914
-109.912196,22,287.617424
-28.902599,7,287.708933
-12.753367,6,287.739933
-3.807137,4,287.769933
-6.713564,4,287.787936
-10.856604,6,287.812444
-16.574061,6,287.839444
2.337355,1,287.870445
-21.88871,7,287.876444
-21.004414,6,287.909625
3.221124,1,287.936625
-11.478838,8,287.944625
-17.75892,8,287.982625
-16.654967,7,288.018687
-14.749971,6,288.054194
-0.338496,2,288.087198
-69.54096,16,288.105704
-0.15418,2,288.176704
-15.863492,6,288.187707
-17.227094,9,288.219214
-10.163946,6,288.258214
-2.0408,3,288.284217
-27.427673,11,288.302722
-27.348732,9,288.356722
-16.288336,6,288.400234
-50.471775,13,288.431233
-49.740152,9,288.487236
2.539543,1,288.532742
-15.709084,7,288.537742
-76.918764,19,288.576741
-52.226776,14,288.657251
-44.807889,10,288.721955
-19.316075,7,288.763955
-18.287788,9,288.796958
-30.888927,11,288.842018
-2.264935,3,288.898022
0.856431,2,288.910124
-46.628318,10,288.924123
-83.390744,18,288.972124
1.227906,1,289.053633
-0.911154,3,289.060633
-32.266433,10,289.077633
-13.021161,7,289.123142
-0.986826,3,289.161142
-0.320354,2,289.174142
-15.39127,6,289.185145
1.162143,1,289.209651
-6.249488,5,289.217651
-4.040089,4,289.239651
-7.644448,7,289.260651
-42.42784,14,289.296654
-1.966496,4,289.36545
-14.152483,7,289.384453
-74.900169,18,289.41796
-20.102767,6,289.494963
-60.002285,15,289.528471
-2.791807,3,289.596474
-74.053568,17,289.61398
-33.000923,11,289.687983
-3.405173,4,289.735489
-62.760207,17,289.760488
-41.240844,9,289.831999
-95.681195,19,289.874999
2.14147,1,289.957508
-19.738872,7,289.962508
-105.038156,21,290.00057
-1.334769,3,290.086741
-43.230709,9,290.106907
-77.444054,18,290.158906
-15.029045,6,290.249989
-1.132685,4,290.278989
-25.626517,8,290.299495
2.237127,1,290.340498
-27.32202,7,290.350498
-71.676239,17,290.384501
-43.903561,9,290.466007
-29.577388,9,290.509516
-5.90968,4,290.561516
2.760255,1,290.580516
-0.905014,3,290.588519
-49.413234,14,290.613026
-3.988823,5,290.680027
-14.11821,7,290.701535
-60.62637,16,290.743535
-33.831755,8,290.816045
-48.139876,10,290.856045
-8.244864,7,290.904554
1.155441,1,290.934555
-12.751553,8,290.943554
-29.528688,8,290.989557
-6.774164,6,291.027062
-127.777421,22,291.066063
-3.269404,4,291.160572
-1.269004,4,291.179572
-14.072202,6,291.20408
-17.478744,6,291.24008
0.026108,1,291.265081
-66.406804,15,291.274081
-165.301616,26,291.34959
-29.357354,8,291.475288
-0.524095,2,291.513797
-15.219757,7,291.528797
-39.549106,13,291.562798
0.592652,1,291.622306
-11.671652,6,291.628306
-4.091942,3,291.654306
-61.079297,17,291.679306
-121.263557,21,291.75979
-139.77603,25,291.869299
-4.573396,6,291.974808
0.248334,2,292.005316
-29.002546,11,292.023316
-25.371369,11,292.084316
-93.927052,20,292.137826
-9.080037,7,292.227335
2.364513,1,292.266335
-36.214813,9,292.273335
-20.710292,7,292.319845
-60.607819,15,292.352844
-38.964686,9,292.423356
-18.478648,6,292.460356
0.888509,1,292.487358
-73.942969,18,292.502865
3.107237,1,292.585868
-41.671436,12,292.593868
-106.561941,21,292.649373
-7.091286,5,292.735882
-3.160664,3,292.757882
-2.791136,3,292.773882
-8.858348,6,292.787061
-19.475267,7,292.814572
-23.587329,10,292.851571
-16.93463,8,292.899573
-40.121496,9,292.935081
-2.17889,4,292.97108
-1.812963,4,292.992085
-1.145595,3,293.011592
-6.947669,4,293.028592
-26.749136,7,293.047592
-22.209168,7,293.079592
-20.76686,6,293.113104
-89.976194,18,293.145103
-44.687333,9,293.224614
-13.667598,7,293.266615
-22.736361,7,293.300122
-3.86223,4,293.329125
2.823183,1,293.345124
-84.266892,19,293.360125
-84.40501,17,293.449636
-61.608005,12,293.524145
-108.375812,21,293.580145
-103.709321,20,293.677654
-36.020784,8,293.761163
1.350996,1,293.793166
-36.552035,12,293.803671
-4.931062,5,293.856671
-17.661604,9,293.879671
-26.082637,8,293.921694
0.658441,1,293.954695
-19.767425,10,293.963695
-105.030956,21,294.016204
-11.197022,5,294.105712
0.170233,1,294.124712
-22.740466,7,294.133712
-18.544856,10,294.166916
-4.782887,4,294.208427
0.703801,2,294.226427
-7.530871,4,294.236427
0.40536,1,294.254427
-22.604821,7,294.262428
1.07572,1,294.290432
-26.358873,11,294.301938
-72.962031,17,294.356938
-15.158436,9,294.432447
-0.871476,2,294.466447
-34.227777,8,294.479447
-3.875313,4,294.514957
-36.846352,12,294.536957
-4.221758,5,294.591959
-15.618735,6,294.620466
-0.175034,2,294.647466
-23.079154,7,294.658466
-43.262901,9,294.690469
-33.450532,9,294.737975
0.365731,1,294.775976
-4.356109,4,294.782976
2.130337,1,294.79898
-29.897758,8,294.805993
-2.919246,3,294.840996
-43.884889,9,294.858996
-56.434877,11,294.899
-16.372094,6,294.952471
0.555559,1,294.977471
-16.952084,7,294.982471
3.949754,1,295.012979
2.462471,1,295.016979
-94.34782,20,295.03198
-81.096116,18,295.122488
-38.366728,9,295.198492
-8.943813,5,295.239997
-43.329285,13,295.266997
-4.294285,5,295.319507
-13.807938,6,295.343507
-16.779519,6,295.371507
-70.776577,18,295.404016
-12.818266,7,295.483016
-68.526447,17,295.516715
-6.320375,5,295.591718
-45.213343,9,295.614223
-6.521861,6,295.654223
-0.59656,3,295.680225
-32.980941,8,295.696226
-80.366329,19,295.737733
-43.842641,13,295.824242
-49.122512,14,295.878241
-32.677598,8,295.943751
-0.897105,3,295.978751
-13.661744,6,295.994754
-40.77824,13,296.02426
-10.990707,6,296.088263
-43.17584,9,296.117769
-24.455485,8,296.159769
-21.537549,7,296.196772
-9.63199,5,296.229278
-118.499588,23,296.269278
-0.969682,3,296.364306
-14.197558,8,296.381306
-44.042087,10,296.422815
-14.348052,9,296.466815
-5.066562,4,296.503323
-5.091179,5,296.521323
1.658499,1,296.544323
-65.062601,17,296.554323
-37.029117,14,296.632833
-22.182462,9,296.693835
-3.208795,4,296.733341
-19.810986,7,296.756341
-135.356867,24,296.795343
0.807427,2,296.890047
-4.819403,4,296.902558
-22.037078,10,296.925555
-10.902572,5,296.968556
-3.345057,3,296.999558
-4.555478,5,297.001062
-56.175911,13,297.006065
-122.046651,22,297.013065
-22.505947,10,297.016065
-42.470411,13,297.026065
1.396418,1,297.172574
-0.294058,2,297.179574
-81.719085,17,297.200577
-42.076769,9,297.277084
-23.398532,7,297.330099
-39.891289,9,297.363099
-11.279302,7,297.402607
-0.580687,2,297.431607
0.972577,1,297.441607
-20.344177,6,297.450607
-89.743314,17,297.485607
-51.142783,10,297.561117
-36.540935,11,297.611625
0.787854,1,297.658624
-26.043688,7,297.664624
-60.556683,16,297.709135
-2.600511,3,297.781135
-28.932559,8,297.795138
-5.031328,4,297.832644
-24.667194,10,297.854643
-55.527641,10,297.908153
-81.416977,19,297.957153
4.027303,1,298.043661
-44.895589,14,298.052661
-46.661288,14,298.121189
-29.981844,8,298.183189
-45.216901,12,298.222697
-20.39401,7,298.275697
0.761493,1,298.312206
-91.129428,20,298.324206
-24.35084,10,298.411715
-57.070825,16,298.457715
