#{"t_start": 1695213136.580772, "env_id": null}
r,l,t
1.852156,1,298.531226
-97.519001,20,298.548227
0.42096,1,298.645735
-10.324377,7,298.652734
-17.287334,6,298.689737
-81.914744,18,298.722789
-2.608002,4,298.813843
-139.303151,27,298.858842
1.917933,1,299.005577
1.019546,2,299.012576
-2.689376,4,299.024577
-11.114232,5,299.04979
-55.215821,16,299.085791
-71.377895,18,299.190308
-111.315452,22,299.283348
-0.694833,3,299.386067
-24.882341,7,299.407578
-37.544949,10,299.445578
0.375533,1,299.48858
-28.558684,10,299.50058
-35.967885,10,299.552087
-24.37104,7,299.60009
-102.589513,20,299.640806
-56.045296,15,299.732316
-54.598302,16,299.814824
-17.103653,6,299.889827
-27.275282,12,299.920948
-38.147074,12,299.987951
-11.436185,7,300.05746
-50.407049,14,300.104971
-40.790676,9,300.198385
-31.122917,8,300.250893
-115.735444,22,300.315464
-9.986245,5,300.438975
-3.606197,5,300.467975
-32.48557,9,300.500979
-9.464889,7,300.550088
-41.760232,12,300.596092
-62.185279,16,300.6666
-20.775481,8,300.751266
-50.809697,14,300.79427
-29.287663,8,300.865526
-27.33458,9,300.904035
-23.182416,10,300.94564
3.529723,1,300.99387
-7.985933,5,301.003376
-25.444758,9,301.028376
0.095781,2,301.070376
-10.657887,5,301.082377
-80.904705,18,301.112886
2.823321,1,301.194888
-11.026132,7,301.204396
-159.308985,25,301.247399
-38.490667,11,301.358907
-23.331647,9,301.413414
-16.115139,6,301.456414
-19.480902,8,301.486414
1.067214,1,301.520924
-11.185051,6,301.525923
-0.496035,3,301.550924
1.242583,1,301.569923
0.10437,1,301.572924
-39.066381,11,301.586924
-3.263648,4,301.634433
-77.470846,18,301.661432
-53.216591,13,301.743942
0.324167,1,301.800944
-24.40254,7,301.806449
0.428611,1,301.839449
-0.013926,2,301.843449
-33.828457,8,301.855449
4.113612,1,301.888452
-111.070855,21,301.902956
-19.798708,7,301.999962
0.233457,1,302.030467
-15.465207,9,302.037467
-1.28039,2,302.08947
-169.683084,26,302.108977
0.238061,1,302.218484
3.656845,1,302.221484
-67.706104,11,302.23259
-8.763555,5,302.28159
2.750027,1,302.3051
-12.51329,7,302.3111
-47.112329,13,302.3491
-5.575407,4,302.403608
0.758766,1,302.420608
-25.714508,8,302.429608
0.156822,2,302.469608
-0.577015,3,302.479609
-6.132346,6,302.494611
-47.291094,10,302.524118
-14.210557,6,302.569118
-84.681796,18,302.602623
-17.478325,6,302.676625
-84.454885,18,302.709135
-99.919193,21,302.795137
3.161921,1,302.881643
0.468494,1,302.884642
-99.247843,20,302.897645
-21.855312,8,302.988155
2.227686,1,303.02266
-6.379421,5,303.02766
-33.229712,10,303.05266
2.316666,1,303.096664
-20.099824,11,303.10417
-5.273743,4,303.15217
-7.720381,6,303.17117
-59.678871,11,303.205681
-23.532189,7,303.25368
-46.789986,13,303.288684
-31.743827,8,303.34519
-12.947084,8,303.38619
-17.268214,7,303.422698
1.047097,1,303.453698
-16.599929,8,303.460698
-141.61348,24,303.509208
-46.875726,13,303.612718
-25.576962,9,303.670718
-78.325054,17,303.711402
-142.12585,23,303.796406
-38.917871,9,303.891913
-40.36319,11,303.936419
-14.826451,8,303.981419
-49.608521,9,304.02193
-14.115175,6,304.06693
3.004556,1,304.094932
-10.423561,6,304.099932
0.549799,1,304.128439
-25.21601,11,304.138439
1.243149,1,304.189442
-100.496794,20,304.203948
-88.210918,17,304.300951
-9.8002,6,304.377713
-83.76666,18,304.409221
-1.737255,4,304.484221
-47.077012,13,304.50873
-11.043371,6,304.56873
-20.495996,7,304.597733
-17.00912,6,304.627238
-9.461557,6,304.657238
-2.943815,4,304.687238
-29.367202,11,304.708748
-34.264572,8,304.762748
-3.531926,3,304.799751
-36.554536,8,304.817259
0.287687,2,304.853258
-3.340378,4,304.863258
-57.062856,16,304.887258
-130.620267,24,304.968767
-63.771835,17,305.074432
-79.917244,18,305.155942
-6.911228,5,305.24445
2.278886,1,305.26545
-10.643992,6,305.27345
0.26412,1,305.297452
0.796156,1,305.302452
-79.917177,18,305.31496
-84.974908,18,305.403465
-29.272108,9,305.478882
-33.106891,8,305.52239
-36.126956,12,305.56439
-3.136084,4,305.615899
-18.016448,8,305.635899
-0.028702,2,305.671899
-85.829294,18,305.687899
-12.157987,7,305.768408
-32.150715,9,305.803411
-44.986256,14,305.846918
-83.270181,19,305.913428
-68.719353,15,305.997431
-2.902897,4,306.058937
-11.103832,7,306.081937
-25.744347,9,306.117445
-19.745609,7,306.156445
-32.692745,12,306.191449
0.990663,1,306.254469
-34.353822,13,306.262469
-4.389682,4,306.318979
0.612067,1,306.336979
-0.49108,3,306.341979
-41.988673,9,306.361979
-42.728224,9,306.405487
-12.461862,5,306.445664
-8.458735,5,306.469664
2.284679,1,306.493667
-18.012687,6,306.499667
-24.676717,7,306.529175
-19.321289,10,306.567175
-8.523968,5,306.613683
-3.475732,3,306.633683
-48.156692,9,306.651683
-14.103622,6,306.690686
-27.579073,7,306.719193
-4.73723,4,306.754193
-71.630518,12,306.776193
-126.497786,22,306.839701
-23.635013,7,306.934211
-39.374045,12,306.967211
-80.763184,17,307.02472
3.293286,1,307.104227
2.175001,1,307.10823
2.675727,1,307.11423
-5.936285,4,307.11923
-24.143622,11,307.14323
-0.366579,2,307.195233
-33.16289,10,307.207739
-24.530211,9,307.252739
-9.872049,7,307.29776
-124.153898,22,307.337266
-0.677974,3,307.425774
-2.312946,3,307.437774
-2.156482,4,307.453773
-18.385263,8,307.474774
-51.933049,15,307.514712
-3.931767,4,307.575148
-20.431472,10,307.599151
-3.677767,4,307.642656
-58.075765,16,307.665657
-42.834927,14,307.734165
-6.347372,4,307.806351
-45.107331,9,307.831351
-26.810471,12,307.881351
-34.326111,10,307.934859
-11.026518,5,307.990862
-31.129936,9,308.017368
-3.136189,3,308.066368
-0.285234,2,308.078368
-61.079053,16,308.095371
-73.505106,17,308.187876
-9.308753,5,308.283385
0.369462,1,308.304893
-44.432349,13,308.318893
-33.052979,8,308.382893
2.502252,1,308.419402
-20.56074,8,308.428402
-12.025422,7,308.472402
-66.857892,17,308.508947
-37.872185,12,308.594949
-86.967318,20,308.658313
-28.12878,7,308.752121
-14.356239,6,308.784121
2.874529,1,308.807628
0.123864,2,308.815629
-1.474244,3,308.830628
-53.367741,10,308.848628
-9.470923,6,308.901631
-26.435737,8,308.937175
-17.568187,6,308.974175
-59.627427,16,309.012684
-44.255051,9,309.088683
0.211187,2,309.138192
2.198173,1,309.149593
-1.567693,4,309.155593
-45.882939,9,309.176593
-43.595743,9,309.225102
2.268406,1,309.265102
-70.660376,18,309.278102
1.384804,1,309.363157
-1.222461,2,309.367156
-100.55726,21,309.386155
-24.557133,10,309.493669
-119.961382,20,309.551175
0.409537,1,309.647723
1.983129,1,309.651723
-10.954273,5,309.660724
-9.673038,6,309.688723
-62.274083,16,309.723235
-11.517993,8,309.800649
-0.790727,2,309.839697
-31.353082,8,309.85171
-67.761189,12,309.8897
-70.619833,12,309.954206
-36.327703,8,310.005736
-44.700117,9,310.044736
-25.681382,8,310.085748
-10.251129,5,310.127256
-2.779981,4,310.149256
1.273961,1,310.166256
-3.616202,3,310.173256
-0.870379,3,310.191259
-27.021193,8,310.208764
0.217558,2,310.244764
-1.868817,3,310.254764
-31.561088,8,310.273764
-36.501735,9,310.321274
-35.111915,8,310.363349
0.742786,1,310.397352
-17.966621,7,310.406857
3.130325,1,310.441857
4.333179,1,310.445858
-71.953728,18,310.458857
-0.877849,2,310.537862
-55.604466,10,310.550862
-0.295276,2,310.597864
-29.145292,7,310.609371
-36.745219,13,310.64437
-68.471701,16,310.721879
-17.908148,7,310.804385
1.599339,1,310.834387
-51.051699,14,310.848387
-6.385533,6,310.924895
-7.088953,5,310.956895
-75.234645,18,310.989898
-0.355515,2,311.084089
-20.065527,10,311.098091
2.284804,1,311.138598
-92.820811,20,311.152597
-2.19718,4,311.246106
-17.868395,10,311.269106
3.398412,1,311.320255
-111.511535,23,311.332255
-5.069919,4,311.44228
-8.789919,7,311.46228
0.911527,1,311.48928
0.321042,1,311.495283
-26.190736,7,311.503283
-12.010189,5,311.540789
1.834833,1,311.561296
-28.83014,7,311.570299
-63.531727,14,311.609808
-22.751044,7,311.672808
-75.485459,16,311.720317
0.668708,2,311.78835
-93.005081,20,311.807408
-34.732675,8,311.901639
-75.729469,18,311.943145
3.856541,1,312.022507
-41.120593,9,312.029508
-80.71085,18,312.080595
-4.867336,4,312.082594
0.095841,1,312.082594
-1.101898,4,312.084594
-15.240919,9,312.087594
-1.580884,3,312.090656
-16.758638,6,312.11588
-34.901969,12,312.150455
-29.224456,8,312.20894
-6.555673,5,312.24394
-1.212267,3,312.26694
1.581154,1,312.27794
-13.690359,6,312.286733
0.287882,1,312.315269
-5.923989,5,312.321269
-41.53512,13,312.350269
-107.486284,21,312.413764
-26.386902,10,312.504777
-14.697088,6,312.548779
-61.494082,15,312.579779
-14.822357,6,312.64629
-127.479653,22,312.68129
-49.939316,10,312.779797
-8.64397,5,312.828305
-58.046424,16,312.857306
-15.7241,6,312.934813
-50.132855,9,312.968813
-108.682672,20,313.012321
-6.362621,7,313.10484
1.299497,1,313.136234
-15.948187,9,313.143237
-34.102645,12,313.19024
-24.281411,7,313.247745
-55.329129,15,313.281745
-12.147487,6,313.351255
-34.286854,9,313.389256
-15.686705,6,313.440765
-2.107399,3,313.469765
-12.916941,6,313.486765
-2.90982,4,313.514275
-18.618471,9,313.540275
1.504873,1,313.581748
-93.909833,20,313.596751
-53.458428,15,313.704571
0.223909,1,313.77995
-39.31535,9,313.791245
-75.84181,17,313.840463
-78.548459,17,313.952723
-39.638078,9,314.048758
-0.037492,2,314.098762
-0.527597,3,314.109897
-120.130772,21,314.134896
-11.541637,7,314.245086
-32.970118,8,314.278088
-52.761176,15,314.318537
-31.511365,12,314.392937
-13.114352,6,314.455203
-2.517907,3,314.482772
-19.052093,7,314.497775
-8.921353,5,314.53128
-79.914045,19,314.564283
-26.286015,7,314.649013
-38.489012,9,314.681013
-77.225591,18,314.729524
-8.497657,6,314.819571
-7.530377,6,314.847571
-15.920833,6,314.874571
-1.344067,3,314.900574
1.585422,1,314.91208
-23.899629,7,314.921081
0.461615,1,314.95108
-0.034561,2,314.95708
-30.792329,8,314.97008
-3.633743,4,315.008589
-5.376176,6,315.027588
-32.492539,8,315.055588
1.321843,1,315.092591
-2.088507,3,315.097592
1.073063,1,315.116103
-32.542129,8,315.125103
-1.257866,2,315.176101
-42.479953,9,315.190102
-3.368514,5,315.239613
-11.96233,5,315.265612
-60.313486,16,315.299992
-117.046412,22,315.405158
-23.229176,9,315.533128
-61.533889,17,315.587127
-19.231917,7,315.690249
-5.013117,4,315.724647
3.843732,1,315.744647
0.834351,1,315.752646
-19.278112,7,315.765646
0.011683,1,315.809537
-31.341106,8,315.819538
-4.441275,4,315.860537
-119.258599,20,315.889537
-11.791708,6,315.982842
0.05207,1,316.007716
-0.280437,2,316.014717
-20.759817,10,316.030718
0.18208,1,316.077992
-0.159228,2,316.081992
-23.84424,7,316.093998
-28.644668,8,316.133024
-11.533539,6,316.173697
1.289179,1,316.2007
-22.964708,7,316.207205
-2.375294,4,316.245208
-6.039026,5,316.269208
-6.241664,4,316.290683
0.194244,1,316.307182
-58.351453,15,316.319197
-100.42882,20,316.393709
-25.693516,7,316.488214
-21.209875,9,316.530722
-10.102325,6,316.576722
-16.745295,7,316.607228
-13.370093,6,316.63923
-29.170249,12,316.66874
-27.812259,8,316.72625
-20.999668,7,316.766336
2.274426,1,316.798338
-0.634523,2,316.807338
-8.012736,6,316.820844
-0.686783,3,316.847844
-0.665464,3,316.859844
-33.119267,8,316.879845
-4.65449,4,316.916352
-34.573447,13,316.939124
3.125793,1,316.994126
2.542194,1,317.000126
-28.490144,8,317.008631
-27.303077,10,317.051631
1.233426,1,317.094634
-30.690904,8,317.103634
-0.278131,3,317.14114
-3.422802,4,317.15514
0.827457,1,317.17314
-95.842851,19,317.18614
2.876791,1,317.288657
2.898127,1,317.295687
2.569524,1,317.298668
-37.486593,8,317.307667
-19.245012,7,317.351324
-0.837792,3,317.38332
-32.910431,11,317.401323
-53.121708,10,317.448828
-3.357654,3,317.502831
-40.980293,9,317.521337
-21.396268,9,317.560338
-80.74665,19,317.610346
-0.748433,2,317.700349
-26.648763,7,317.711857
0.665228,1,317.740857
-0.88452,3,317.744857
-2.26725,4,317.763857
-95.498633,20,317.790857
-39.257149,14,317.892366
-7.184877,6,317.957288
3.168171,1,317.984432
-40.61041,13,317.992432
-31.933962,9,318.055939
-107.923487,22,318.098942
-11.808208,5,318.203321
-88.359856,19,318.232825
-12.189574,5,318.311333
0.17852,1,318.334498
-62.685826,16,318.346498
-5.503863,4,318.415402
-14.205372,7,318.436402
-62.018682,17,318.475912
0.652897,1,318.551185
1.918746,1,318.557184
-136.166044,23,318.569185
3.772086,1,318.666197
-33.581952,8,318.673197
-26.605873,7,318.711976
1.33962,1,318.744466
-24.464186,9,318.751465
-9.702632,6,318.800609
-12.366176,6,318.833127
-7.828168,5,318.859283
-36.232603,13,318.885283
3.086418,1,318.954791
3.116151,1,318.957791
-11.403267,6,318.965791
-83.69185,19,319.002306
-8.093039,5,319.092863
-2.11591,3,319.119868
-110.585299,20,319.139868
-20.435168,7,319.232377
-3.411747,3,319.266377
-15.509614,6,319.280378
-5.994028,4,319.307379
-96.53916,19,319.335744
-78.776466,17,319.436381
-34.788378,9,319.524891
-13.798148,6,319.564891
2.554952,1,319.596895
-26.798276,7,319.603894
-17.193756,9,319.644399
-10.002235,5,319.694587
-60.581102,15,319.724093
1.172338,1,319.79196
-33.527334,9,319.805353
-45.091369,13,319.853981
-0.283782,2,319.91449
-59.966385,15,319.929491
-89.740419,20,320.006493
-24.523661,7,320.111717
0.098635,1,320.144716
-3.602583,4,320.150716
-6.794298,5,320.170716
-3.043505,3,320.202719
-154.151831,23,320.225224
-43.90626,9,320.349734
-4.544655,4,320.390733
-46.880581,13,320.415241
-3.006507,3,320.480747
-19.157296,6,320.501749
-1.026242,3,320.534255
-28.794709,7,320.552254
4.021135,1,320.583255
-26.141257,7,320.59427
-20.420051,8,320.626311
-5.782929,4,320.665591
-26.798978,10,320.691528
-18.458992,7,320.749037
4.091087,1,320.781422
-18.4677,9,320.787422
-66.907069,16,320.832931
-22.892003,7,320.906443
-26.173258,7,320.937949
3.960729,1,320.974949
-86.218927,19,320.985949
-49.790603,10,321.074956
-14.295983,7,321.118467
-41.31579,9,321.150467
-17.994186,8,321.192467
-119.603298,21,321.239976
-35.807025,9,321.330994
-83.093182,18,321.376994
2.962054,1,321.455749
0.130274,1,321.459749
-14.807711,6,321.467749
-6.457982,5,321.496768
-33.977259,10,321.523258
-15.610764,6,321.576258
-49.110182,14,321.606261
-12.325262,6,321.665266
-87.645238,19,321.703255
0.479421,1,321.797763
-1.986538,4,321.802764
-35.088177,10,321.822269
-13.690571,6,321.869269
-6.814392,6,321.902272
-14.622472,6,321.939778
-63.870824,17,321.976778
-113.043342,21,322.065334
0.966841,1,322.172854
-18.78033,6,322.180854
-6.934649,5,322.207858
-10.617875,7,322.235364
-117.092475,22,322.285365
-32.473808,8,322.388926
-23.405055,7,322.429435
-71.656036,17,322.469434
-7.197753,5,322.558942
-27.581313,11,322.583451
4.096002,1,322.648978
-6.512044,5,322.655976
-19.836823,7,322.682976
-1.442696,3,322.713486
0.384032,1,322.728486
0.300649,2,322.733486
-7.818771,5,322.748486
-11.507876,6,322.77576
-0.787511,3,322.802023
-35.108295,8,322.815543
-50.504926,11,322.855529
-64.5961,16,322.911036
-1.273917,3,322.983037
-42.108876,9,322.997039
1.340602,1,323.041939
-53.937505,11,323.051939
-44.826866,14,323.108954
-11.88654,8,323.173462
-9.546583,6,323.210465
-93.585712,21,323.251484
-114.924724,22,323.347992
-25.357013,7,323.4565
-17.597618,7,323.4925
-0.894674,2,323.527714
-95.085606,20,323.546713
-3.16661,3,323.638791
-110.630065,21,323.664178
-19.663288,7,323.755194
-33.370054,12,323.790194
-62.605795,11,323.842704
-22.738568,10,323.894397
-63.434564,17,323.940905
-33.385235,8,324.020413
-19.248711,8,324.061413
-97.578852,20,324.111287
-20.978453,9,324.199542
-9.987601,6,324.236068
-9.480136,6,324.265068
-39.523878,13,324.301071
-6.167373,4,324.361577
1.536619,1,324.377577
-20.256864,7,324.384577
-7.177694,5,324.421592
-122.256921,22,324.450592
-26.007781,7,324.5461
-4.98206,4,324.5771
-10.278088,6,324.601103
-25.765654,10,324.636621
-3.452384,4,324.68061
-41.533485,13,324.703123
-17.617588,10,324.767746
0.234969,2,324.810091
2.006083,1,324.819597
-14.907916,6,324.827597
-75.462553,18,324.865597
-7.094422,5,324.946105
-1.111941,3,324.971105
-12.991538,7,324.995105
-5.468661,4,325.027613
-4.834343,4,325.050613
-28.293051,8,325.069613
-3.823168,3,325.103616
-64.268559,17,325.127121
-41.967002,9,325.202124
-10.43605,5,325.24263
-3.930378,4,325.26363
-10.658742,5,325.28463
0.264934,1,325.307635
-1.493695,3,325.313431
-71.188685,17,325.334936
-33.748788,10,325.411475
-68.741805,12,325.456478
-20.198648,8,325.521187
-22.463767,10,325.557186
-39.044238,13,325.61019
-73.748898,18,325.675288
-77.974422,17,325.758437
4.570873,1,325.823908
-7.68378,5,325.834908
-11.168749,5,325.859907
1.964221,1,325.884907
1.852241,1,325.888907
0.281727,2,325.896911
-14.823105,6,325.908911
-21.654737,7,325.938416
-1.121542,3,325.966416
-173.543036,26,325.991416
-29.653736,8,326.102929
0.512011,1,326.135434
-7.408858,4,326.140434
-25.59134,9,326.160944
0.698925,1,326.202947
-10.503177,6,326.208947
-28.647411,8,326.237452
0.609634,1,326.272452
-31.585696,8,326.282452
-10.606521,5,326.321963
-1.598858,3,326.341963
-0.439099,2,326.360965
-19.009503,6,326.371963
-38.527796,9,326.400966
-25.875455,7,326.439471
-58.675392,14,326.479471
-34.66562,12,326.54498
-26.084899,11,326.597982
-18.637014,6,326.645488
-29.944952,8,326.676994
-10.992225,5,326.714709
-43.318695,9,326.739709
-1.923773,3,326.777709
-36.577274,9,326.795709
2.119498,1,326.838227
-7.271952,5,326.846228
-7.694627,5,326.868227
-0.000982,2,326.893677
-0.414423,3,326.90468
0.470518,1,326.918158
-20.26882,10,326.928157
0.176922,2,326.976565
-0.458964,2,326.98756
-34.96005,12,327.001759
-51.267271,14,327.059425
-6.966811,4,327.124439
0.52657,1,327.142439
-8.976571,5,327.148532
-18.622826,7,327.175604
-1.676205,3,327.209608
-31.805031,12,327.213118
-34.216703,12,327.219117
-7.871319,5,327.220117
-27.863521,10,327.224116
1.082996,1,327.224116
-12.377039,6,327.245116
-180.029235,27,327.286604
-54.596306,15,327.404168
-69.60226,17,327.477675
-17.004486,7,327.551071
-18.984754,7,327.58407
-8.761988,6,327.612574
-1.677328,3,327.641577
-13.147219,7,327.660578
-7.211098,5,327.691577
2.493779,1,327.715624
-30.682712,8,327.721623
-41.032049,9,327.760995
